| Ag-Pro Ohio - Bloomingdale                                | "Sales, wbloomingdalegm@agproco.com"                                                    | "Sales, wbloomingdalegm@agproco.com"                                                    |
| "West Plains, Inc. - Beach"                               | "Bern Zachmann, Sales Manager, bzachmann@westplains.com"                                | "Bern Zachmann, Sales Manager, bzachmann@westplains.com"                                |
| "West Plains, Inc. - Hettinger"                           | "Jason Ruggles, Sales Manager, jruggles@westplains.com"                                 | "Jason Ruggles, Sales Manager, jruggles@westplains.com"                                 |
| Valley Plains Equipment - Valley City                     | "Sales Dept., araap@valleyplainsequipment.com"                                          | "Sales Dept., araap@valleyplainsequipment.com"                                          |
| "West Plains, Inc. - Bowman"                              | "Jason Ruggles, Sales Manager, jdruggles@westpains.com"                                 | "Jason Ruggles, Sales Manager, jdruggles@westpains.com"                                 |
| "West Plains, Inc. - Dickinson"                           | "Tom Folske, Sales Manager, tom.folske@westplains.com"                                  | "Tom Folske, Sales Manager, tom.folske@westplains.com"                                  |
| Valley Plains Equipment - Jamestown                       | "Sales Dept., araap@valleyplainsequipment.com"                                          | "Sales Dept., araap@valleyplainsequipment.com"                                          |
| Valley Plains Equipment - Hunter                          | "Sales Dept., araap@valleyplainsequipment.com"                                          | "Sales Dept., araap@valleyplainsequipment.com"                                          |
| Valley Plains Equipment - Hillsboro                       | "Sales Dept., araap@valleyplainsequipment.com"                                          | "Sales Dept., araap@valleyplainsequipment.com"                                          |
| Valley Plains Equipment - Galesburg                       | "Sales Dept., araap@valleyplainsequipment.com"                                          | "Sales Dept., araap@valleyplainsequipment.com"                                          |
| Underwood Farm Supply & Truck Repair                      | "Paul Cabrera, ufs@westriv.com"                                                         | "Paul Cabrera, ufs@westriv.com"                                                         |
| True North Equipment - Grafton                            | "Salesman, sgorder@truenorthequipment.com"                                              | "Salesman, sgorder@truenorthequipment.com"                                              |
| Tractor & Equipment Co. - Williston (West)                | "Customer Service Specialist, aginfo@tractorandequipment.com"                           | "Customer Service Specialist, aginfo@tractorandequipment.com"                           |
| True North Equipment - Northwood                          | "Salesman, sgorder@truenorthequipment.com"                                              | "Salesman, sgorder@truenorthequipment.com"                                              |
| Tractor & Equipment Co. - Williston (North)               | "Customer Service Specialist, aginfo@tractorandequipment.com"                           | "Customer Service Specialist, aginfo@tractorandequipment.com"                           |
| True North Equipment - Grand Forks                        | "Salesman, sgorder@truenorthequipment.com"                                              | "Salesman, sgorder@truenorthequipment.com"                                              |
| Titan Machinery - Wishek                                  | "Sales Department, leadmanagement@titanmachinery.com"                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   |
| Ag-Pro Ohio - Mt. Vernon                                  | "Sales, wmountvernongm@agproco.com"                                                     | "Sales, wmountvernongm@agproco.com"                                                     |
| Titan Machinery - Titan Outlet Store                      | "Don Aberle, don.aberle@titanmachinery.com"                                             | "Don Aberle, don.aberle@titanmachinery.com"                                             |
| Titan Machinery - Wahpeton                                | "Sales, leadmanagement@titanmachinery.com"                                              | "Sales, leadmanagement@titanmachinery.com"                                              |
| Titan Machinery - Minot                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   |
| Titan Machinery - Northwood                               | "Sales Department, leadmanagement@titanmachinery.com"                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   |
| Titan Machinery - Mandan                                  | "Sales Department, leadmanagement@titanmachinery.com"                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   |
| Titan Machinery - Lisbon                                  | "Sales Department, leadmanagement@titanmachinery.com"                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   |
| Titan Machinery - Lidgerwood                              | "Sales Department, leadmanagement@titanmachinery.com"                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   |
| Titan Machinery - LaMoure                                 | "Sales Department, leadmanagement@titanmachinery.com"                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   |
| Titan Machinery - Fargo                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   |
| Titan Machinery - Jamestown                               | "Sales Department, leadmanagement@titanmachinery.com"                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   |
| Titan Machinery - Grand Forks                             | "Sales Department, leadmanagement@titanmachinery.com"                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   |
| RDO Equipment Co. - Washburn                              | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              |
| Titan Machinery - Bismarck                                | "Sales Department, leadmanagement@titanmachinery.com"                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   |
| Titan Machinery - Dickinson                               | "Sales Department, leadmanagement@titanmachinery.com"                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   |
| RDO Equipment Co. - Kindred                               | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              |
| Titan Machinery - Casselton                               | "Sales Department, leadmanagement@titanmachinery.com"                                   | "Sales Department, leadmanagement@titanmachinery.com"                                   |
| RDO Equipment Co. - Lisbon                                | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              |
| RDO Equipment Co. - Casselton                             | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              |
| RDO Equipment Co. - Hazen                                 | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              |
| "Pro-Ag Equipment, Inc. - Grand Forks"                    | "Drew Slominski; Pat Callahan, Sales, drew@proagequip.com"                              | "Drew Slominski; Pat Callahan, Sales, drew@proagequip.com"                              |
| RDO Equipment Co. - Bismarck                              | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              |
| Northern Plains - Garrison                                | "Duane Hummel, Store Manager, DuaneH@northernplainsequipment.com"                       | "Duane Hummel, Store Manager, DuaneH@northernplainsequipment.com"                       |
| North Star Ag - Buffalo                                   | "Zane Erickson, zane@northstar-ag.com"                                                  | "Zane Erickson, zane@northstar-ag.com"                                                  |
| Northside Implement - Lidgerwood                          | "Sales, northsideimpl@itctel.com"                                                       | "Sales, northsideimpl@itctel.com"                                                       |
| McLean County Implement - Washburn                        | "Dean or Sandy Swanson, sswanson8889@gmail.com"                                         | "Dean or Sandy Swanson, sswanson8889@gmail.com"                                         |
| Northern Plains Equipment - Minot                         | "Greg Bierschbach, Store Manager, gregb@northernplainsequipment.com"                    | "Greg Bierschbach, Store Manager, gregb@northernplainsequipment.com"                    |
| Northern Plains Equipment - Mandan                        | "Tom Folske, Store Manager, tom.folske@northernplainsequipment.com"                     | "Tom Folske, Store Manager, tom.folske@northernplainsequipment.com"                     |
| Maple River Equipment - Buffalo                           | "Don Peterson, owner, dlp9600jd@yahoo.com"                                              | "Don Peterson, owner, dlp9600jd@yahoo.com"                                              |
| Leading Edge Equipment - Michigan                         | "Sales Department, berniel@leadingedgeequip.com"                                        | "Sales Department, berniel@leadingedgeequip.com"                                        |
| Leading Edge  Equipment - Carrington                      | "Sales Department, berniel@leadingedgeequip.com"                                        | "Sales Department, berniel@leadingedgeequip.com"                                        |
| Leading Edge Equipment - Devils Lake                      | "Sales Department, berniel@leadingedgeequip.com"                                        | "Sales Department, berniel@leadingedgeequip.com"                                        |
| Langdon Implement Company (Cavalier Equipment) - Cavalier | "Dan Anderson, danderson@cavalierequipment.com"                                         | "Dan Anderson, danderson@cavalierequipment.com"                                         |
| "Zimmerman Farm Service, Inc. - Bethel"                   | "Sales Department, jay@zimmermanfarmservice.com"                                        | "Sales Department, jay@zimmermanfarmservice.com"                                        |
| Langdon Implement Company (Langdon Implement) - Langdon   | "Anthony Roy, aroy@langdonimp.com"                                                      | "Anthony Roy, aroy@langdonimp.com"                                                      |
| "Interstate Equipment, Inc. - Valley City"                | "Jerry   Ryerson, President, sales@ievcnd.com"                                          | "Jerry   Ryerson, President, sales@ievcnd.com"                                          |
| Green Iron Equipment - Napoleon                           | "Sales Department, lyle.fey@greenironequipment.com"                                     | "Sales Department, lyle.fey@greenironequipment.com"                                     |
| Green Iron Equipment - LaMoure                            | "Sales Department, lyle.fey@greenironequipment.com"                                     | "Sales Department, lyle.fey@greenironequipment.com"                                     |
| Gooseneck Implement - Williston                           | "Ron Anderson, Store Manager, ronanderson@gooseneckimp.com"                             | "Ron Anderson, Store Manager, ronanderson@gooseneckimp.com"                             |
| Green Iron Equipment - Milnor                             | "Sales Department, lyle.fey@greenironequipment.com"                                     | "Sales Department, lyle.fey@greenironequipment.com"                                     |
| Green Iron Equipment - Ellendale                          | "Sales Department, lyle.fey@greenironequipment.com"                                     | "Sales Department, lyle.fey@greenironequipment.com"                                     |
| Gooseneck Implement - Velva                               | "Ron Anderson, Store Manager, ronanderson@gooseneckimp.com"                             | "Ron Anderson, Store Manager, ronanderson@gooseneckimp.com"                             |
| Gooseneck Implement - Stanley                             | "Ron Anderson, Store Manager, ronanderson@gooseneckimp.com"                             | "Ron Anderson, Store Manager, ronanderson@gooseneckimp.com"                             |
| Gooseneck Implement - Rugby                               | "Ron Anderson, Store Manager, ronanderson@gooseneckimp.com"                             | "Ron Anderson, Store Manager, ronanderson@gooseneckimp.com"                             |
| Gooseneck Implement - Mohall                              | "Ron Anderson, Store Manager, ronanderson@gooseneckimp.com"                             | "Ron Anderson, Store Manager, ronanderson@gooseneckimp.com"                             |
| Gooseneck Implement - Dickinson                           | "Ron Anderson, ronanderson@gooseneckimp.com"                                            | "Ron Anderson, ronanderson@gooseneckimp.com"                                            |
| Gooseneck Implement - Minot                               | "Ron Anderson, Store Manager/Sales, ronanderson@gooseneckimp.com"                       | "Ron Anderson, Store Manager/Sales, ronanderson@gooseneckimp.com"                       |
| Gooseneck Implement - Kenmare                             | "Ron Anderson, Store Manager/Sales, ronanderson@gooseneckimp.com"                       | "Ron Anderson, Store Manager/Sales, ronanderson@gooseneckimp.com"                       |
| Gooseneck Implement - Bowman                              | "Ron Anderson, ronanderson@gooseneckimp.com"                                            | "Ron Anderson, ronanderson@gooseneckimp.com"                                            |
| Green Iron Equipment - Ashley                             | "Sales Department, lyle.fey@greenironequipment.com"                                     | "Sales Department, lyle.fey@greenironequipment.com"                                     |
| Gooseneck Implement - Harvey                              | "Ron Anderson, Store Manager, ronanderson@gooseneckimp.com"                             | "Ron Anderson, Store Manager, ronanderson@gooseneckimp.com"                             |
| Butler Machinery - Minot                                  | Used Ag Sales Department                                                                | Used Ag Sales Department                                                                |
| Gooseneck Equipment - Elgin                               | "Ron Anderson, ronanderson@gooseneckimp.com"                                            | "Ron Anderson, ronanderson@gooseneckimp.com"                                            |
| Butler Machinery - Hankinson                              | Used Ag Sales Department                                                                | Used Ag Sales Department                                                                |
| Gooseneck Implement - Beach                               | "Ron Anderson, ronanderson@gooseneckimp.com"                                            | "Ron Anderson, ronanderson@gooseneckimp.com"                                            |
| Butler Machinery - Dickinson                              | Used Ag Sales Department                                                                | Used Ag Sales Department                                                                |
| Butler Machinery - Jamestown                              | Used Ag Sales Department                                                                | Used Ag Sales Department                                                                |
| Butler Machinery - Grand Forks                            | Used Ag Sales Department                                                                | Used Ag Sales Department                                                                |
| Butler Machinery - Hoople                                 | Used Ag Sales Department                                                                | Used Ag Sales Department                                                                |
| Butler Machinery - Fargo                                  | Used Ag Sales Department                                                                | Used Ag Sales Department                                                                |
| Border Plains Equipment - Stanley                         | "Ryan Gjellstad, Sales Manager, Ryan.gjellstad@borderplains.com"                        | "Ryan Gjellstad, Sales Manager, Ryan.gjellstad@borderplains.com"                        |
| Butler Machinery - Bismarck                               | Used Ag Sales Department                                                                | Used Ag Sales Department                                                                |
| Butler Machinery - Devils Lake                            | Used Ag Sales Department                                                                | Used Ag Sales Department                                                                |
| Border Plains Equipment - Williston                       | "Shane Cymbaluk, Sales Manager, shane.cymbaluk@borderplains.com"                        | "Shane Cymbaluk, Sales Manager, shane.cymbaluk@borderplains.com"                        |
| Agassiz Sales - Buxton                                    | Sales Department                                                                        | Sales Department                                                                        |
| Zeisloft Farm Equipment - Bloomsburg                      | "Sales, zeisloftfarmequipment@gmail.com"                                                | "Sales, zeisloftfarmequipment@gmail.com"                                                |
| W.F. Welliver & Son - Bloomsburg                          | "Nancy Welliver, wfwelliver@verizon.net"                                                | "Nancy Welliver, wfwelliver@verizon.net"                                                |
| AgPro Machinery Sales & Service                           | "Ask for Sales,  sales@agpromachinery.com"                                              | "Ask for Sales,  sales@agpromachinery.com"                                              |
| Wolfe Brothers Farms - Middlebury Center                  | "Tony Wolfe, wolfebrothersfarms@gmail.com"                                              | "Tony Wolfe, wolfebrothersfarms@gmail.com"                                              |
| West Central Equipment - Somerset                         | Joel Wineland                                                                           | Joel Wineland                                                                           |
| West Central Equipment - New Alexandria                   | "David Slezak, President, dslezak@westcentraleq.com"                                    | "David Slezak, President, dslezak@westcentraleq.com"                                    |
| Wengers of Myerstown - Myerstown                          | "Jacob Kline, jkline@wengers.com"                                                       | "Jacob Kline, jkline@wengers.com"                                                       |
| West Central Equipment - Martinsburg                      | "Joel Wineland, General Manager, jwineland@westcentraleq.com"                           | "Joel Wineland, General Manager, jwineland@westcentraleq.com"                           |
| West Central Equipment - Butler                           | Joel Wineland                                                                           | Joel Wineland                                                                           |
| West Central Equipment - Ebensburg                        | "Joel Wineland, jwineland@westcentraleq.com"                                            | "Joel Wineland, jwineland@westcentraleq.com"                                            |
| Select View Farm - Shippensburg                           | "Harvey Reiff, reiffcropservices@icloud.com"                                            | "Harvey Reiff, reiffcropservices@icloud.com"                                            |
| Quality Tractor and Equipment LLC - Chambersburg          | "Scott Etter, All Equipment Showings - Appointment Only, scote1@comcast.net"            | "Scott Etter, All Equipment Showings - Appointment Only, scote1@comcast.net"            |
| Scheffel's  Inc. - Somerset                               | "Nelson Scheffel, nelson@scheffelsinc.com"                                              | "Nelson Scheffel, nelson@scheffelsinc.com"                                              |
| Turkeyfoot Equipment - Chambersburg                       | "Sales Department, jeff@turkeyfootequipment.net"                                        | "Sales Department, jeff@turkeyfootequipment.net"                                        |
| "MM Weaver, Inc. - Leola"                                 | "Sales Department, sales@mmweaver.com"                                                  | "Sales Department, sales@mmweaver.com"                                                  |
| Reiff Farm Service - Shippensburg                         | "Reiff Farm Service, reifffarm@gmail.com"                                               | "Reiff Farm Service, reifffarm@gmail.com"                                               |
| "Mountain View Tractor, LLC - Millmont"                   | "Glen Weaver, Sales Manager, grfarm05@gmail.com"                                        | "Glen Weaver, Sales Manager, grfarm05@gmail.com"                                        |
| "MM Weaver, Inc. - Waynesboro"                            | "Sales Department, sales@mmweaver.com"                                                  | "Sales Department, sales@mmweaver.com"                                                  |
| "Miller Tractor, LLC. - Bird-in-Hand"                     | "Sales Department, sales@millertractorllc.com"                                          | "Sales Department, sales@millertractorllc.com"                                          |
| Middletown Tractor Sales - Uniontown                      | "Sales Department, mike@middletowntractor.com"                                          | "Sales Department, mike@middletowntractor.com"                                          |
| Messick's - Elizabethtown                                 | "Sales Department, sales@messicks.com"                                                  | "Sales Department, sales@messicks.com"                                                  |
| Messick's - Abbottstown                                   | "Sales Department, sales@messicks.com"                                                  | "Sales Department, sales@messicks.com"                                                  |
| Middletown Tractor Sales - Washington                     | "Sales Department, mike@middletowntractor.com"                                          | "Sales Department, mike@middletowntractor.com"                                          |
| MGD Tractor & Equipment - Lebanon                         | "Sales Department, sales.mgd@comcast.net"                                               | "Sales Department, sales.mgd@comcast.net"                                               |
| Messick's - Halifax                                       | "Sales Department, sales@messicks.com"                                                  | "Sales Department, sales@messicks.com"                                                  |
| Meadow Brook Machinery -                                  | "Sales Department,     darrei5@aol.com"                                                 | "Sales Department,     darrei5@aol.com"                                                 |
| Messick's - Carlisle                                      | "Sales Department, sales@messicks.com"                                                  | "Sales Department, sales@messicks.com"                                                  |
| McGrew Equipment Company - Seven Valleys                  | "Gary Kinsey, gary@mcgrewequipment.com"                                                 | "Gary Kinsey, gary@mcgrewequipment.com"                                                 |
| Lindsey Equipment - New Milford                           | "Hunter Farr, Hfarr7@yahoo.com"                                                         | "Hunter Farr, Hfarr7@yahoo.com"                                                         |
| Lindsey Equipment - Mansfield                             | "Hunter Farr, Hfarr7@yahoo.com"                                                         | "Hunter Farr, Hfarr7@yahoo.com"                                                         |
| Lindsey Equipment - Honesdale                             | "Hunter Farr, Hfarr7@yahoo.com"                                                         | "Hunter Farr, Hfarr7@yahoo.com"                                                         |
| LandPro Equipment - Watsontown                            | "Wade  Heggenstaller, Location Manager, wheggenstaller@landproequip.com"                | "Wade  Heggenstaller, Location Manager, wheggenstaller@landproequip.com"                |
| LandPro Equipment - Stoneboro                             | "Mike  Miller, Regional Manager, mmiller@landproequip.com"                              | "Mike  Miller, Regional Manager, mmiller@landproequip.com"                              |
| Lindsey Equipment - Ashley                                | "Hunter Farr, Hfarr7@yahoo.com"                                                         | "Hunter Farr, Hfarr7@yahoo.com"                                                         |
| LandPro Equipment - Mifflintown                           | "Matthew Quigg, mquigg@landproequip.com"                                                | "Matthew Quigg, mquigg@landproequip.com"                                                |
| LandPro Equipment - Harrisburg                            | "Mike Starner, mstarner@landproequip.com"                                               | "Mike Starner, mstarner@landproequip.com"                                               |
| LandPro Equipment - Fairmount                             | "Bob Dunkle, Rdunkle@landproequip.com"                                                  | "Bob Dunkle, Rdunkle@landproequip.com"                                                  |
| LandPro Equipment - Halifax                               | "Jeff Snyder, jsnyder@landproequip.com"                                                 | "Jeff Snyder, jsnyder@landproequip.com"                                                 |
| LandPro Equipment - Centre Hall                           | "Jim  Markle, jmarkle@landproequip.com"                                                 | "Jim  Markle, jmarkle@landproequip.com"                                                 |
| Lenox Farm Supply - Hop Bottom                            | "Kurt Kulick, lenoxfarms@yahoo.com"                                                     | "Kurt Kulick, lenoxfarms@yahoo.com"                                                     |
| "Kafferlin Sales and Service, Inc. - Union City"          | "Sales Department, kafferlins@yahoo.com"                                                | "Sales Department, kafferlins@yahoo.com"                                                |
| "Hoober, Inc. - Mifflintown"                              | "Kevin Vandervort, kvandervort@hoober.com"                                              | "Kevin Vandervort, kvandervort@hoober.com"                                              |
| "Lamb & Webster, Inc. - Grove City"                       | "Bob LeFrancois, General Manager, bobl@lwemail.com"                                     | "Bob LeFrancois, General Manager, bobl@lwemail.com"                                     |
| LandPro Equipment - Edinboro                              | "Andy Campbell, mailedinboro@landproequip.com"                                          | "Andy Campbell, mailedinboro@landproequip.com"                                          |
| "Hoober, Inc. - Intercourse"                              | "Kevin Vandervort, kvandervort@hoober.com"                                              | "Kevin Vandervort, kvandervort@hoober.com"                                              |
| Hoover Ag LLC                                             | "Eric Hoover, hooverag@gmail.com"                                                       | "Eric Hoover, hooverag@gmail.com"                                                       |
| Glenn Beidler Equipment                                   | "Evan Beidler, Sales, evanbeidler@gmail.com"                                            | "Evan Beidler, Sales, evanbeidler@gmail.com"                                            |
| "Hoober, Inc. - Chambersburg"                             | "Kevin  Vandervort, kvandervort@hoober.com"                                             | "Kevin  Vandervort, kvandervort@hoober.com"                                             |
| Hol-Tan Farm - Meshoppen                                  | "Sales, holtan@frontier.com"                                                            | "Sales, holtan@frontier.com"                                                            |
| Greenview Tractor - Lebanon                               | "Andrew Hoover, andrew@greenviewtractor.com"                                            | "Andrew Hoover, andrew@greenviewtractor.com"                                            |
| "Deer Country Farm & Lawn, Inc. - Lancaster"              | "Ag Sales Department, lancasterinfo@deercountry.net"                                    | "Ag Sales Department, lancasterinfo@deercountry.net"                                    |
| Eckroth Equipment Company - Orefield                      | "Jared  Kreger, jaredk@frontier.com"                                                    | "Jared  Kreger, jaredk@frontier.com"                                                    |
| Grateful Acres - Orrstown                                 | "Leroy Martin, Sales, martintractorsales@emypeople.net"                                 | "Leroy Martin, Sales, martintractorsales@emypeople.net"                                 |
| Eckroth Equipment Company - New Ringgold                  | "Jared Kreger, jaredk@frontier.com"                                                     | "Jared Kreger, jaredk@frontier.com"                                                     |
| "Deer Country Farm & Lawn, Inc. - Allentown"              | "Ag Sales Department, lancasterinfo@deercountry.net"                                    | "Ag Sales Department, lancasterinfo@deercountry.net"                                    |
| "Binkley & Hurst, LP - Richland"                          | "Dean Weaver, dean.weaver@binkleyhurst.com"                                             | "Dean Weaver, dean.weaver@binkleyhurst.com"                                             |
| Burkholder Tractor & Equipment LLC - Crest Rd.            | "Lloyd, Jeremy, Josh, Ken"                                                              | "Lloyd, Jeremy, Josh, Ken"                                                              |
| "Binkley & Hurst, LP - Lititz"                            | "Ray Huber, ray.huber@binkleyhurst.com"                                                 | "Ray Huber, ray.huber@binkleyhurst.com"                                                 |
| Burkholder Tractor & Equipment LLC - Flintville Rd        | "Leon, Lyn, Kevin"                                                                      | "Leon, Lyn, Kevin"                                                                      |
| "Deer Country Farm & Lawn, Inc. - Adamstown"              | "Ag Sales Department, lancasterinfo@deercountry.net"                                    | "Ag Sales Department, lancasterinfo@deercountry.net"                                    |
| Best Used Bobcat & Kubota - Wernersville                  | "Stanley Sensenig, stanleysensenig@gmail.com"                                           | "Stanley Sensenig, stanleysensenig@gmail.com"                                           |
| Atlantic Tractor LLC - Oxford                             | "Sales Department, lmalkus-lyons@atjd.net"                                              | "Sales Department, lmalkus-lyons@atjd.net"                                              |
| S.S. Equipment - Hermiston                                | "Josh Ray, josh@sseqinc.com"                                                            | "Josh Ray, josh@sseqinc.com"                                                            |
| Tri-County Equipment - Baker City                         | "Trevor Stebbins, Sales Manager, tjstebbins@wcgg.biz"                                   | "Trevor Stebbins, Sales Manager, tjstebbins@wcgg.biz"                                   |
| S.S. Equipment - Albany                                   | "Josh Ray, josh@sseqinc.com"                                                            | "Josh Ray, josh@sseqinc.com"                                                            |
| S.S. Equipment - La Grande                                | "Josh Ray, josh@sseqinc.com"                                                            | "Josh Ray, josh@sseqinc.com"                                                            |
| Robbins Farm Equipment - Christmas Valley                 | Kristopher Robbins                                                                      | Kristopher Robbins                                                                      |
| Robbins Farm Equipment - Burns                            | Kristopher Robbins                                                                      | Kristopher Robbins                                                                      |
| Robbins Farm Equipment - La Grande                        | Brandon Robbins                                                                         | Brandon Robbins                                                                         |
| RDO Equipment Co. - Wasco                                 | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              |
| Robbins Farm Equipment - Baker City                       | Sales Department                                                                        | Sales Department                                                                        |
| RDO Equipment Co. - Hermiston                             | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              |
| Peterson Cat OR WA - The Dalles                           | "Bob Stucky, Salesman, rlstucky@petersoncat.com"                                        | "Bob Stucky, Salesman, rlstucky@petersoncat.com"                                        |
| Peterson Cat OR WA - Salem                                | "Bob Stucky, Salesman, rlstucky@petersoncat.com"                                        | "Bob Stucky, Salesman, rlstucky@petersoncat.com"                                        |
| Peterson Cat OR WA - Redmond                              | "Bob Stucky, Salesman, rlstucky@petersoncat.com"                                        | "Bob Stucky, Salesman, rlstucky@petersoncat.com"                                        |
| RDO Equipment Co. - Pendleton                             | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              | "Used Ag Sales Department, UsedAGSalesMP@rdoequipment.com"                              |
| Campbell Tractor & Implement - Burns                      | "Lonnie  McGheley, Store Manager, marketing@campbelltractor.com"                        | "Lonnie  McGheley, Store Manager, marketing@campbelltractor.com"                        |
| "Morrow County Grain Growers, Inc. - Wasco"               | Mike Walker                                                                             | Mike Walker                                                                             |
| Campbell Tractor & Implement - Ontario                    | "Brian Gale, Store Manager, marketing@campbelltractor.com"                              | "Brian Gale, Store Manager, marketing@campbelltractor.com"                              |
| Ag West Supply - Woodburn                                 | "Jeff Robischon, Jeff.Robischon@agwestsupply.com"                                       | "Jeff Robischon, Jeff.Robischon@agwestsupply.com"                                       |
| Ag West Supply - Rickreall                                | "Jeff Robischon, Jeff.Robischon@agwestsupply.com"                                       | "Jeff Robischon, Jeff.Robischon@agwestsupply.com"                                       |
| "Morrow County Grain Growers, Inc. - Lexington"           | "Mike Walker, Sales Manager, mikew@mcgg.net"                                            | "Mike Walker, Sales Manager, mikew@mcgg.net"                                            |
| Ag West Supply - Madras                                   | "Jeff Robischon, Jeff.Robischon@agwestsupply.com"                                       | "Jeff Robischon, Jeff.Robischon@agwestsupply.com"                                       |
| Ag West Supply - Hillsboro                                | "Jeff Robischon, Jeff.Robischon@agwestsupply.com"                                       | "Jeff Robischon, Jeff.Robischon@agwestsupply.com"                                       |
| Ag West Supply - Harrisburg                               | "Jeff Robischon, Jeff.Robischon@agwestsupply.com"                                       | "Jeff Robischon, Jeff.Robischon@agwestsupply.com"                                       |
| "Zimmerer Kubota & Equipment, Inc. - Gainsville"          | "Sales Department, tracij@zkmail.com"                                                   | "Sales Department, tracij@zkmail.com"                                                   |
| "Zimmerer Kubota & Equipment, Inc. - Fort Worth"          | "Sales Department, tracij@zkmail.com"                                                   | "Sales Department, tracij@zkmail.com"                                                   |
| "Zimmerer Kubota & Equipment, Inc. - Denton"              | "Sales Department, tracij@zkmail.com"                                                   | "Sales Department, tracij@zkmail.com"                                                   |
| "Zimmerer Kubota & Equipment, Inc. - Decatur"             | "Sales Department, tracij@zkmail.com"                                                   | "Sales Department, tracij@zkmail.com"                                                   |
| Wylie & Son - Seminole                                    | "Benny Gass, Store Manager, bennyg@wyliesprayers.com"                                   | "Benny Gass, Store Manager, bennyg@wyliesprayers.com"                                   |
| "Zimmerer Kubota & Equipment, Inc. - Cleburne"            | "Sales Department, tracij@zkmail.com"                                                   | "Sales Department, tracij@zkmail.com"                                                   |
| Wylie & Son - Raymondville                                | "Darryl Richmond, Store Manager, drichmond@wyliesprayers.com"                           | "Darryl Richmond, Store Manager, drichmond@wyliesprayers.com"                           |
| Wylie & Son - Plainview                                   | "Larry Curry, Sales Manager, lcurry@wyliesprayers.com"                                  | "Larry Curry, Sales Manager, lcurry@wyliesprayers.com"                                  |
| Wylie & Son - Lamesa                                      | "Benny Gass, Store Manager, bennyg@wyliesprayers.com"                                   | "Benny Gass, Store Manager, bennyg@wyliesprayers.com"                                   |
| Wylie & Son - Lubbock                                     | "Larry Curry, Sales Manager, lcurry@wyliesprayers.com"                                  | "Larry Curry, Sales Manager, lcurry@wyliesprayers.com"                                  |
| Wylie & Son - Amarillo                                    | "Max Pearson, Store Manager, mpearson@wyliesprayers.com"                                | "Max Pearson, Store Manager, mpearson@wyliesprayers.com"                                |
| Wylie & Son - Abilene                                     | "Shane  Buchanan, Store Manager, sbuchanan@wyliesprayers.com"                           | "Shane  Buchanan, Store Manager, sbuchanan@wyliesprayers.com"                           |
| Wharton Tractor Company - Wharton                         | "Sales Department, whartontractor@yahoo.com"                                            | "Sales Department, whartontractor@yahoo.com"                                            |
| Western Equipment - Plainview                             | "Sales Department, jloeffler@west-equip.com"                                            | "Sales Department, jloeffler@west-equip.com"                                            |
| Western Equipment - Spearman                              | "Sales Department, dgipson@west-equip.com"                                              | "Sales Department, dgipson@west-equip.com"                                              |
| Western Equipment - Perryton                              | "Sales Department, jlilly@west-equip.com"                                               | "Sales Department, jlilly@west-equip.com"                                               |
| Western Equipment - Olton                                 | "Sales Department, aesty@west-equip.com"                                                | "Sales Department, aesty@west-equip.com"                                                |
| Western Equipment - Floydada                              | "Sales Department, rhughes@west-equip.com"                                              | "Sales Department, rhughes@west-equip.com"                                              |
| Western Equipment - Muleshoe                              | "Sales Department, dogle@west-equip.com"                                                | "Sales Department, dogle@west-equip.com"                                                |
