hospital_name,phone,address,url
Veterinary Home Healthcare,(405) 820-6647,"P.O. Box 21512, Oklahoma City, OK, 73156.",http://www.findalocalvet.com/Profiles/Veterinary-Home-Healthcare.aspx
Happy Tails Mobile Vet Clinic,,"3224 NW 50th St, Oklahoma City, OK, 73112.",http://www.findalocalvet.com/Profiles/Happy-Tails-Mobile-Vet-Clinic.aspx
Southwestern Pet Clinic,,"8501 S Western Ave, Oklahoma City, OK, 73139.",http://www.findalocalvet.com/Profiles/Southwestern-Pet-Clinic.aspx
Crestwood Animal Hospital,,"9100 N Macarthur Blvd, Oklahoma City, OK, 73132.",http://www.findalocalvet.com/Profiles/Crestwood-Animal-Hospital.aspx
Tri City East Veterinary Hospital,(480) 830-2873,"4331 E Broadway Rd, Mesa, AZ, 85206.",http://www.findalocalvet.com/Profiles/Tri-City-East-Veterinary-Hospital.aspx
1st Emergency Pet Care,(480) 924-1123,"1423 S Higley Rd, Mesa, AZ, 85206.",http://www.findalocalvet.com/Profiles/1st-Emergency-Pet-Care.aspx
Comet Veterinary Hospital,(480) 779-9976,"2824 N Power Rd, Ste 106, Mesa, AZ, 85215.",http://www.findalocalvet.com/Profiles/Comet-Veterinary-Hospital.aspx
Noe's Ark Animal Clinic,,"717 N Lindsay Rd, Mesa, AZ, 85213.",http://www.findalocalvet.com/Profiles/Noes-Ark-Animal-Clinic.aspx
Family Vet Care of Mesa,,"1901 E Southern Ave, Mesa, AZ, 85204.",http://www.findalocalvet.com/Profiles/Family-Vet-Care-of-Mesa.aspx
Arizona Exotic Animal Hospital,(866) 989-5890,"744 N Center St, Mesa, AZ, 85201.",http://www.findalocalvet.com/Profiles/Arizona-Exotic-Animal-Hospital.aspx
Eastside Animal Hospital,,"430 N Stapley Dr, Mesa, AZ, 85203.",http://www.findalocalvet.com/Profiles/Eastside-Animal-Hospital.aspx
Warwick Animal Hospital,(405) 722-7717,"12001 N Macarthur Blvd, Oklahoma City, OK, 73162.",http://www.findalocalvet.com/Profiles/Warwick-Animal-Hospital.aspx
Amber Oaks Veterinary Hospital,,"9209 E Reno Ave, Midwest City, OK, 73130.",http://www.findalocalvet.com/Profiles/Amber-Oaks-Veterinary-Hospital.aspx
Mac Arthur Boulevard Animal,,"1608 N Macarthur Blvd, Oklahoma City, OK, 73127.",http://www.findalocalvet.com/Profiles/Mac-Arthur-Boulevard-Animal.aspx
Summit Pointe Vet Clinic,,"9101 S Western Ave # 120, Oklahoma City, OK, 73139.",http://www.findalocalvet.com/Profiles/Summit-Pointe-Vet-Clinic.aspx
Quail Creek Veterinary Clinic,,"2915 NW 122nd St, Oklahoma City, OK, 73120.",http://www.findalocalvet.com/Profiles/Quail-Creek-Veterinary-Clinic.aspx
Nichols Hills Veterinary Clnc,,"6920 N Western Ave, Oklahoma City, OK, 73116.",http://www.findalocalvet.com/Profiles/Nichols-Hills-Veterinary-Clnc.aspx
Britton Road Veterinary Clinic,(405) 751-8007,"2826 West Britton Road, Oklahoma City, OK, 73120.",http://www.findalocalvet.com/Profiles/Britton-Road-Veterinary-Clinic.aspx
Greenbriar Veterinary Hospital,,"1540 SW 89th St, Oklahoma City, OK, 73159.",http://www.findalocalvet.com/Profiles/Greenbriar-Veterinary-Hospital.aspx
Post Road Pet Clinic,,"1628 S Post Rd, Oklahoma City, OK, 73130.",http://www.findalocalvet.com/Profiles/Post-Road-Pet-Clinic.aspx
Nichles Hills,,"6920 N Western Ave, Oklahoma City, OK, 73116.",http://www.findalocalvet.com/Profiles/Nichles-Hills.aspx
Banfield the Pet Hospital,,"6327 SW 3rd St, Oklahoma City, OK, 73128.",http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital67.aspx
Safe Haven Clinic & Pet Lodge,,"1279 N Air Depot Blvd, Oklahoma City, OK, 73110.",http://www.findalocalvet.com/Profiles/Safe-Haven-Clinic-Pet-Lodge.aspx
North Penn Pet Supply-Grooming,,"12241 N Pennsylvania Ave, Oklahoma City, OK, 73120.",http://www.findalocalvet.com/Profiles/North-Penn-Pet-Supply-Grooming.aspx
Banfield the Pet Hospital,,"2932 NW 63rd St, Oklahoma City, OK, 73116.",http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital68.aspx
Diamond Lake Animal Hospital,,"5754 Nicollet Ave, Minneapolis, MN, 55419.",http://www.findalocalvet.com/Profiles/Diamond-Lake-Animal-Hospital.aspx
Banfield the Pet Hospital,,"1640 New Brighton Blvd, Minneapolis, MN, 55413.",http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital21.aspx
Normandale Veterinary Hospital,,"4000 W 76th St # 200, Minneapolis, MN, 55435.",http://www.findalocalvet.com/Profiles/Normandale-Veterinary-Hospital.aspx
Banfield the Pet Hospital,,"3589 River Rapids Dr NW, Minneapolis, MN, 55448.",http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital22.aspx
Coon Rapids Pet Hospital PA,,"2032 Coon Rapids Blvd NW, Coon Rapids, MN, 55433.",http://www.findalocalvet.com/Profiles/Coon-Rapids-Pet-Hospital-PA.aspx
Nokomis Pet Clinic,(612) 767-4546,"2917 E 42nd St, Minneapolis, MN, 55406.",http://www.findalocalvet.com/Profiles/Nokomis-Pet-Clinic.aspx
Cats Preferred Veterinary Hosp,,"16795 County Road 24 # 4, Plymouth, MN, 55447.",http://www.findalocalvet.com/Profiles/Cats-Preferred-Veterinary-Hosp.aspx
Family Animal Hospital,(763) 574-0262,"5895 University Ave. NE, Fridley, MN, 55432.",http://www.findalocalvet.com/Profiles/Family-Animal-Hospital.aspx
Banfield the Pet Hospital,,"1100 W 78th St, Richfield, MN, 55423.",http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital62.aspx
Kenwood Pet Clinic,(612) 377-5551,"2107 Penn Avenue South, Minneapolis, MN, 55405.",http://www.findalocalvet.com/Profiles/Kenwood-Pet-Clinic.aspx
Bark Avenue Animal Hospital,(480) 807-5524,"3109 E Mckellips Rd, #102, Mesa, AZ, 85213.",http://www.findalocalvet.com/Profiles/Bark-Avenue-Animal-Hospital.aspx
Pandora's Box Veterinary Clnc,,"7137 France Ave N, Minneapolis, MN, 55429.",http://www.findalocalvet.com/Profiles/Pandoras-Box-Veterinary-Clnc.aspx
Companion Veterinary Hospital,,"625 County Road 10 NE, Blaine, MN, 55434.",http://www.findalocalvet.com/Profiles/Companion-Veterinary-Hospital.aspx
Golden Valley Animal Hospital,(763) 546-2323,"4708 Highway 55, Golden Valley, MN, 55422.",http://www.findalocalvet.com/Profiles/Golden-Valley-Animal-Hospital.aspx
Oklahoma City Equine Clinic,,"400 NE 70th St, Oklahoma City, OK, 73105.",http://www.findalocalvet.com/Profiles/Oklahoma-City-Equine-Clinic.aspx
Brookview Animal Hospital PA,,"651 Winnetka Ave N # Ll, Minneapolis, MN, 55427.",http://www.findalocalvet.com/Profiles/Brookview-Animal-Hospital-PA.aspx
Oak Knoll Animal Hospital,,"7202 Minnetonka Blvd, St Louis Park, MN, 55426.",http://www.findalocalvet.com/Profiles/Oak-Knoll-Animal-Hospital.aspx
Rockford Road Animal Hospital,(763) 559-8903,"3900 Vinewood Ln N, Minneapolis, MN, 55441.",http://www.findalocalvet.com/Profiles/Rockford-Road-Animal-Hospital.aspx
Companion Animal Eye Ctr,,"4708 Olson Memorial Hwy, Minneapolis, MN, 55422.",http://www.findalocalvet.com/Profiles/Companion-Animal-Eye-Ctr.aspx
Chenoweth Animal Hospital,(502) 893-5533,"3624 Frankfort Ave, Louisville, KY, 40207.",http://www.findalocalvet.com/Profiles/Chenoweth-Animal-Hospital.aspx
"Cheri's Critter Care, LLC",(502) 526-7387,"12123 Shelbyville Rd, Louisville, KY, 40243.",http://www.findalocalvet.com/Profiles/Cheris-Critter-Care-LLC.aspx
House Calls for House Pets,,"156 Chenoweth Ln, St Matthews, KY, 40207.",http://www.findalocalvet.com/Profiles/House-Calls-for-House-Pets.aspx
Animal Emergency Ctr,,"3321 Red Roof Inn Pl, Louisville, KY, 40218.",http://www.findalocalvet.com/Profiles/Animal-Emergency-Ctr.aspx
Brooklyn Pet Hospital,,"4902 France Ave N # A, Minneapolis, MN, 55429.",http://www.findalocalvet.com/Profiles/Brooklyn-Pet-Hospital.aspx
VETERINARY ASSOCIATES STONEFIELD,(502) 245-7863,"203 Moser Road, Louisville, KY, 40223.",http://www.findalocalvet.com/Profiles/VETERINARY-ASSOCIATES-STONEFIELD.aspx
KIH Vet Ctr,,"1347 S 3rd St, Louisville, KY, 40208.",http://www.findalocalvet.com/Profiles/KIH-Vet-Ctr.aspx
Fegenbush Lane Animal Clinic,,"7816 Outer Loop, Louisville, KY, 40228.",http://www.findalocalvet.com/Profiles/Fegenbush-Lane-Animal-Clinic.aspx
Seneca Animal Hospital,,"2706 Taylorsville Rd, Louisville, KY, 40205.",http://www.findalocalvet.com/Profiles/Seneca-Animal-Hospital2.aspx
Breckenridge Animal Hospital,,"3451 Breckenridge Ln, Louisville, KY, 40220.",http://www.findalocalvet.com/Profiles/Breckenridge-Animal-Hospital.aspx
Iroquois Animal Clinic,,"5017 S 3rd St, Louisville, KY, 40214.",http://www.findalocalvet.com/Profiles/Iroquois-Animal-Clinic.aspx
Goose Creek Animal Clinic,,"9406 Blossom Ln, Louisville, KY, 40241.",http://www.findalocalvet.com/Profiles/Goose-Creek-Animal-Clinic.aspx
Cat Clinic of Louisville,,"627 Baxter Ave, Louisville, KY, 40204.",http://www.findalocalvet.com/Profiles/Cat-Clinic-of-Louisville.aspx
Auburndale Animal Hospital,,"7136 Southside Dr, Louisville, KY, 40214.",http://www.findalocalvet.com/Profiles/Auburndale-Animal-Hospital.aspx
Jefferson Animal Hospital,,"2404 Bardstown Rd, Louisville, KY, 40205.",http://www.findalocalvet.com/Profiles/Jefferson-Animal-Hospital2.aspx
Taylorsville Road Animal Hosp,,"2804 Patti Ln, Jeffersontown, KY, 40299.",http://www.findalocalvet.com/Profiles/Taylorsville-Road-Animal-Hosp.aspx
Davis Animal Clinic,,"8526 Preston Hwy, Okolona, KY, 40219.",http://www.findalocalvet.com/Profiles/Davis-Animal-Clinic.aspx
Hefner Road Animal Hospital,(405) 773-5557,"7124 W Hefner Rd, Oklahoma City, OK, 73162.",http://www.findalocalvet.com/Profiles/Hefner-Road-Animal-Hospital.aspx
Eastpoint Veterinary Clinic,(502) 253-1151,"13300 Magisterial Drive, Louisville, KY, 40223.",http://www.findalocalvet.com/Profiles/Eastpoint-Veterinary-Clinic.aspx
Best Friends Animal Hospital,,"8094 Morgan Cir S, Minneapolis, MN, 55431.",http://www.findalocalvet.com/Profiles/Best-Friends-Animal-Hospital.aspx
Dixie Animal Hospital,,"9428 Dixie Hwy, Valley Station, KY, 40272.",http://www.findalocalvet.com/Profiles/Dixie-Animal-Hospital.aspx
Anchorage Animal Hospital,,"12317 Old Lagrange Rd, Louisville, KY, 40245.",http://www.findalocalvet.com/Profiles/Anchorage-Animal-Hospital.aspx
Stonefield Veterinary Assoc,,"203 Moser Rd, Louisville, KY, 40223.",http://www.findalocalvet.com/Profiles/Stonefield-Veterinary-Assoc.aspx
Uptown Animal Hospital,(562) 424-8541,"3350 Atlantic Avenue, Long Beach  , CA, 90807.",http://www.findalocalvet.com/Profiles/Uptown-Animal-Hospital.aspx
Mar Vista Animal Medical Center,(310) 391-6741,"3850 Grand View Blvd, Los Angeles, CA, 90066.",http://www.findalocalvet.com/Profiles/Mar-Vista-Animal-Medical-Center.aspx
Blaine Area Pet Hospital Pa,(763) 392-4899,"11844 Aberdeen St Ne, Blaine, MN, 55449.",http://www.findalocalvet.com/Profiles/Blaine-Area-Pet-Hospital-Pa.aspx
North Figueroa Animal Hospital,(323) 258-8068,"5550 N Figueroa St, Los Angeles, CA, 90042.",http://www.findalocalvet.com/Profiles/North-Figueroa-Animal-Hospital.aspx
Pasternak Veterinary Center,(310) 268-2275,"2038 S Sepulveda Blvd, West Los Angeles, CA, 90025.",http://www.findalocalvet.com/Profiles/Pasternak-Veterinary-Center.aspx
Animal Specialty Group Incorporated,(818) 244-7977,"4641 Colorado Blvd, Los Angeles, CA, 90041.",http://www.findalocalvet.com/Profiles/Animal-Specialty-Group-Incorporated.aspx
VCA Petville Animal Hospital,,"12108 Venice Blvd, Los Angeles, CA, 90066.",http://www.findalocalvet.com/Profiles/VCA-Petville-Animal-Hospital.aspx
Lyndon Animal Clinic,,"1000 Lyndon Ln, Louisville, KY, 40222.",http://www.findalocalvet.com/Profiles/Lyndon-Animal-Clinic.aspx
Rancho Park Veterinary Clinic,(310) 474-3398,"10585 W. Pico Blv, West Los Angeles, CA, 90064.",http://www.findalocalvet.com/Profiles/Rancho-Park-Veterinary-Clinic.aspx
Pico Blvd Pet Hospital,(310) 271-6186,"8679 West Pico Blvd, Los Angeles, CA, 90035.",http://www.findalocalvet.com/Profiles/Pico-Blvd-Pet-Hospital.aspx
Stony Brook Animal Hospital,,"4600 Taylorsville Rd, Louisville, KY, 40220.",http://www.findalocalvet.com/Profiles/Stony-Brook-Animal-Hospital.aspx
Overland Veterinary Clinic,(310) 559-2424,"3465 Overland Ave, Los Angeles, CA, 90034.",http://www.findalocalvet.com/Profiles/Overland-Veterinary-Clinic.aspx
McGehee Clinic for Animals,(901) 682-5684,"712 Mount Moriah Road, Memphis, TN, 38117.",http://www.findalocalvet.com/Profiles/McGehee-Clinic-for-Animals.aspx
Hollywood Cat & Dog Animal,,"1146 N La Brea Ave, West Hollywood, CA, 90038.",http://www.findalocalvet.com/Profiles/Hollywood-Cat-Dog-Animal.aspx
Center Sinai Animal Hospital,(310) 559-3770,"10737 Venice Blvd, Los Angeles, CA, 90034.",http://www.findalocalvet.com/Profiles/Center-Sinai-Animal-Hospital.aspx
Melrose La Brea Animal Hospital,(323) 937-5120,"7116 Melrose Avenue, Los Angeles, CA, 90046.",http://www.findalocalvet.com/Profiles/Melrose-La-Brea-Animal-Hospital.aspx
Utopia Animal Hospital,(901) 746-8758,"1157 Madison Avenue, Memphis, TN, 38104.",http://www.findalocalvet.com/Profiles/Utopia-Animal-Hospital.aspx
Pet Care Professionals,(901) 324-0202,"2651 Union Avenue Extended, Memphis, TN, 38112.",http://www.findalocalvet.com/Profiles/Pet-Care-Professionals.aspx
Memphis Animal Clinic,(901) 272-7411,"733 E Parkway S, Memphis, TN, 38104.",http://www.findalocalvet.com/Profiles/Memphis-Animal-Clinic.aspx
Parkway Village Companion Animal Hospital,(901) 363-4077,"3855 S Perkins Rd, Memphis, TN, 38118.",http://www.findalocalvet.com/Profiles/Parkway-Village-Companion-Animal-Hospital.aspx
Petvax Complete Care Ctr,,"6963 US Highway 70, Bartlett, TN, 38133.",http://www.findalocalvet.com/Profiles/Petvax-Complete-Care-Ctr.aspx
Angel Care Cancer Clinic-Anmls,,"6923 Stage Rd, Bartlett, TN, 38133.",http://www.findalocalvet.com/Profiles/Angel-Care-Cancer-Clinic-Anmls.aspx
Animal Emergency Ctr Pc,,"3767 Summer Ave, Memphis, TN, 38122.",http://www.findalocalvet.com/Profiles/Animal-Emergency-Ctr-Pc.aspx
Family Veterinary Practice,,"5712 Stage Rd, Bartlett, TN, 38134.",http://www.findalocalvet.com/Profiles/Family-Veterinary-Practice2.aspx
Downtown Animal Hospital,,"347 N 3rd St, Memphis, TN, 38105.",http://www.findalocalvet.com/Profiles/Downtown-Animal-Hospital.aspx
Yale Road Animal Hospital,,"4418 Yale Rd, Memphis, TN, 38128.",http://www.findalocalvet.com/Profiles/Yale-Road-Animal-Hospital.aspx
Southwind Animal Hospital,,"7910 Winchester Rd, Memphis, TN, 38125.",http://www.findalocalvet.com/Profiles/Southwind-Animal-Hospital.aspx
Raines Road Animal Hospital,(901) 396-7641,"1127 E Raines Rd, Memphis, TN, 38116.",http://www.findalocalvet.com/Profiles/Raines-Road-Animal-Hospital.aspx
Mobilevet Memphis,(901) 569-3683,"PO Box 240543, Memphis, TN, 38124.",http://www.findalocalvet.com/Profiles/Mobilevet-Memphis.aspx
Avian & Exotic Medical Prctce,,"1010 S Yates Rd, Memphis, TN, 38119.",http://www.findalocalvet.com/Profiles/Avian-Exotic-Medical-Prctce.aspx
Aventura Animal Hospital,(305) 933-3647,"19101 Biscayne Blvd, Miami, FL, 33180.",http://www.findalocalvet.com/Profiles/Aventura-Animal-Hospital.aspx
Animal Health & Rehabilitation Center,(305) 665-3526,"7535 SW 62nd Ave, South Miami, FL, 33143.",http://www.findalocalvet.com/Profiles/Animal-Health-Rehabilitation-Center.aspx
Miami Veterinary Internists,,"6394 S Dixie Hwy, South Miami, FL, 33143.",http://www.findalocalvet.com/Profiles/Miami-Veterinary-Internists.aspx
Germanwood Animal Hospital,,"7245 Winchester Rd, Memphis, TN, 38125.",http://www.findalocalvet.com/Profiles/Germanwood-Animal-Hospital.aspx
Aec Animal Emergency Clinic,(305) 251-2096,"8429 Sw 132nd St, Miami, FL, 33156.",http://www.findalocalvet.com/Profiles/Aec-Animal-Emergency-Clinic.aspx
Miami Animal Hospital,(305) 443-4777,"4701 West Flagler Street, Miami, FL, 33134.",http://www.findalocalvet.com/Profiles/Miami-Animal-Hospital.aspx
Sky Lake Animal Hospital,(305) 931-2113,"2645 Miami Gardens Drive, Miami, FL, 33180.",http://www.findalocalvet.com/Profiles/Sky-Lake-Animal-Hospital.aspx
Silver BLUFF Animal Clinic,(305) 859-7979,"2515 SW 27th Ave, Miami, FL, 33133.",http://www.findalocalvet.com/Profiles/Silver-BLUFF-Animal-Clinic.aspx
Country Walk Veterinary Ctr,,"14421 Country Walk Dr, Miami, FL, 33186.",http://www.findalocalvet.com/Profiles/Country-Walk-Veterinary-Ctr.aspx
Katarina Boros DVM,,"1900 Sans Souci Blvd # 403, North Miami, FL, 33181.",http://www.findalocalvet.com/Profiles/Katarina-Boros-DVM.aspx
Parkway Village Companion Anml,,"3855 S Perkins Rd, Memphis, TN, 38118.",http://www.findalocalvet.com/Profiles/Parkway-Village-Companion-Anml.aspx
Brooks Road Animal Hospital,(901) 332-4550,"860 E Brooks Road, Memphis, TN, 38116.",http://www.findalocalvet.com/Profiles/Brooks-Road-Animal-Hospital.aspx
Arch Creek Animal Clinic,,"15090 Biscayne Blvd, North Miami, FL, 33181.",http://www.findalocalvet.com/Profiles/Arch-Creek-Animal-Clinic.aspx
Tropical Park Animal Hospital,,"2330 Ludlam Rd, Miami, FL, 33155.",http://www.findalocalvet.com/Profiles/Tropical-Park-Animal-Hospital.aspx
Dream Lake Animal Hospital,(305) 225-3116,"14525 SW 42nd Street, Miami, FL, 33175.",http://www.findalocalvet.com/Profiles/Dream-Lake-Animal-Hospital.aspx
Pinecrest Veterinary Hospital,(305) 278-1300,"12521 S Dixie Highway, Pinecrest, FL, 33156.",http://www.findalocalvet.com/Profiles/Pinecrest-Veterinary-Hospital.aspx
Vet Home Express,(954) 243-0269,"20533 Biscayne Blvd., Aventura, FL, 33180.",http://www.findalocalvet.com/Profiles/Vet-Home-Express.aspx
Siegel TLC Animal Clinic,(305) 891-5116,"12870 Biscayne Blvd, North Miami, FL, 33181.",http://www.findalocalvet.com/Profiles/Siegel-TLC-Animal-Clinic.aspx
South Miami Animal Clinic,(305) 667-7238,"6100 S Dixie Hwy, South Miami, FL, 33143.",http://www.findalocalvet.com/Profiles/South-Miami-Animal-Clinic.aspx
Eureka Animal Clinic,(305) 253-6754,"11326 SW 184th St, Miami, FL, 33157.",http://www.findalocalvet.com/Profiles/Eureka-Animal-Clinic.aspx
Coconut Grove Animal Clinic,(305) 448-2123,"3200 Grand Ave, Miami, FL, 33133.",http://www.findalocalvet.com/Profiles/Coconut-Grove-Animal-Clinic.aspx
Pet Emergency Room,(305) 666-4142,"6394 S Dixie Hwy, South Miami, FL, 33143.",http://www.findalocalvet.com/Profiles/Pet-Emergency-Room.aspx
Pet Care Clinic of Doral,(305) 477-7387,"9851 NW 58th St, No. 111, Doral, FL, 33178.",http://www.findalocalvet.com/Profiles/Pet-Care-Clinic-of-Doral.aspx
Banfield the Pet Hospital,,"8241 W Flagler St # B, Miami, FL, 33144.",http://www.findalocalvet.com/Profiles/Banfield-the-Pet-Hospital50.aspx
Avian & Exotic Animal Medical Center,(305) 234-2473,"12125 S Dixie Hwy, Miami, FL, 33156.",http://www.findalocalvet.com/Profiles/Avian-Exotic-Animal-Medical-Center.aspx
State Street Dog & Cat Hosp,,"4634 W State St, Milwaukee, WI, 53208.",http://www.findalocalvet.com/Profiles/State-Street-Dog-Cat-Hosp.aspx
St Paul Veterinary Clinic,,"431 N 27th St, Milwaukee, WI, 53208.",http://www.findalocalvet.com/Profiles/St-Paul-Veterinary-Clinic2.aspx
Pahle Small Animal Clinic,,"10827 W Oklahoma Ave, Milwaukee, WI, 53227.",http://www.findalocalvet.com/Profiles/Pahle-Small-Animal-Clinic.aspx
Brickell Animal Hospital,(305) 933-5581,"130 Sw 8th St, Miami, FL, 33130.",http://www.findalocalvet.com/Profiles/Brickell-Animal-Hospital.aspx
"Murphy Road Animal Hospital, P.C.",(615) 383-4241,"4408 Murphy Road , Nashville, TN, 37209.",http://www.findalocalvet.com/Profiles/Murphy-Road-Animal-Hospital-P-C-.aspx
Animal Care Hospital,,"10001 W Lisbon Ave, Milwaukee, WI, 53222.",http://www.findalocalvet.com/Profiles/Animal-Care-Hospital.aspx
Donelson Animal Hospital,,"2518 Lebanon Pike, Nashville, TN, 37214.",http://www.findalocalvet.com/Profiles/Donelson-Animal-Hospital.aspx
Animal Allergy & Dermatology,,"5837 Nolensville Pike, Nashville, TN, 37211.",http://www.findalocalvet.com/Profiles/Animal-Allergy-Dermatology2.aspx
Belle Meade Animal Hospital,,"5121 Harding Pike, Nashville, TN, 37205.",http://www.findalocalvet.com/Profiles/Belle-Meade-Animal-Hospital.aspx
Doral Center Animal Clinic of Miami,(305) 598-1234,"9400 NW 58th Street, Doral, FL, 33178.",http://www.findalocalvet.com/Profiles/Doral-Center-Animal-Clinic-of-Miami.aspx
Prytania Veterinary Hospital,(504) 899-2828,"4907 Prytania St, New Orleans, LA, 70115.",http://www.findalocalvet.com/Profiles/Prytania-Veterinary-Hospital.aspx
Advanced Animal Hospital,(414) 817-1200,"3374 W Loomis Rd, Greenfield, WI, 53221.",http://www.findalocalvet.com/Profiles/Advanced-Animal-Hospital2.aspx
Eye Center for Animals Inc,,"524 Moss St, New Orleans, LA, 70119.",http://www.findalocalvet.com/Profiles/Eye-Center-for-Animals-Inc.aspx
Bellevue Animal Hospital,,"7098 Old Harding Rd, Nashville, TN, 37221.",http://www.findalocalvet.com/Profiles/Bellevue-Animal-Hospital.aspx
Garden District Pet Hospital,(504) 891-8618,"1116 Louisiana Ave, New Orleans, LA, 70115.",http://www.findalocalvet.com/Profiles/Garden-District-Pet-Hospital.aspx
Barca & Assoc,,"1125 General Ogden St, New Orleans, LA, 70118.",http://www.findalocalvet.com/Profiles/Barca-Assoc.aspx
Audubon Veterinary Hospital,,"731 Nashville Ave, New Orleans, LA, 70115.",http://www.findalocalvet.com/Profiles/Audubon-Veterinary-Hospital.aspx
Canal Street Veterinary Hospital,(504) 200-2784,"4022 Canal St, New Orleans, LA, 70119.",http://www.findalocalvet.com/Profiles/Canal-Street-Veterinary-Hospital.aspx
Abadie Veterinary Hospital,,"8271 Jefferson Hwy, Harahan, LA, 70123.",http://www.findalocalvet.com/Profiles/Abadie-Veterinary-Hospital.aspx
City Pet Doctor,(917) 439-2097,"95 Horatio St, New York, NY, 10014.",http://www.findalocalvet.com/Profiles/City-Pet-Doctor.aspx
Magazine Street Animal Clinic,,"3458 Magazine St, New Orleans, LA, 70115.",http://www.findalocalvet.com/Profiles/Magazine-Street-Animal-Clinic.aspx
Noah's Ark,,"5712 Stage Rd, Memphis, TN, 38134.",http://www.findalocalvet.com/Profiles/Noahs-Ark.aspx
Heart of Chelsea Animal Hospital,(212) 924-6116,"257 West 18th Street  , New York  , NY, 10011.",http://www.findalocalvet.com/Profiles/Heart-of-Chelsea-Animal-Hospital.aspx
The Village Veterinarian,(212) 979-9870,"514 E 6th St, Frnt 1, New York, NY, 10009.",http://www.findalocalvet.com/Profiles/The-Village-Veterinarian.aspx
Symphony Vet Center,(212) 866-8000,"698 Amsterdam Ave, New York, NY, 10025.",http://www.findalocalvet.com/Profiles/Symphony-Vet-Center.aspx
West Village Veterinary Hospital,(212) 633-7400,"75 8th Ave, New York, NY, 10014.",http://www.findalocalvet.com/Profiles/West-Village-Veterinary-Hospital.aspx
Carrollton Veterinary Hospital,,"3501 S Carrollton Ave, New Orleans, LA, 70118.",http://www.findalocalvet.com/Profiles/Carrollton-Veterinary-Hospital.aspx
145th St Animal Hospital,(212) 234-3489,"454 W 145th St, New York, NY, 10031.",http://www.findalocalvet.com/Profiles/145th-St-Animal-Hospital.aspx
Veterinary House Calls,(212) 838-2569,"349 E 49th St, New York, NY, 10017.",http://www.findalocalvet.com/Profiles/Veterinary-House-Calls.aspx
Murray Hill Pet Hospital,(212) 685-2857,"47 E 30th St  , New York  , NY, 10016.",http://www.findalocalvet.com/Profiles/Murray-Hill-Pet-Hospital.aspx
ASPCA Bergh Meml Animal,,"424 E 92nd St # 3, New York, NY, 10128.",http://www.findalocalvet.com/Profiles/ASPCA-Bergh-Meml-Animal.aspx
City Veterinary Care,(212) 799-7000,"220 W 72nd St, #1, New York, NY, 10023.",http://www.findalocalvet.com/Profiles/City-Veterinary-Care.aspx
145th Street Animal Hospital,,"454 W 145th St, New York, NY, 10031.",http://www.findalocalvet.com/Profiles/145th-Street-Animal-Hospital.aspx
Feline Health,(212) 879-0700,"1533 1st Avenue, 81st  , New York  , NY, 10028.",http://www.findalocalvet.com/Profiles/Feline-Health.aspx
Reade Street Animal Hospital,(212) 274-1700,"146 Reade St  , New York  , NY, 10013.",http://www.findalocalvet.com/Profiles/Reade-Street-Animal-Hospital.aspx
Lakeview Veterinary Hospital,(504) 482-2173,"6245 Memphis Street, New Orleans, LA, 70124.",http://www.findalocalvet.com/Profiles/Lakeview-Veterinary-Hospital.aspx
Best Pet Rx,(800) 390-2779,"1751 2nd Ave  , New York  , NY, 10128.",http://www.findalocalvet.com/Profiles/Best-Pet-Rx.aspx
East Village Veterinarian,,"241 Eldridge St # A, New York, NY, 10002.",http://www.findalocalvet.com/Profiles/East-Village-Veterinarian.aspx
Washington Heights Animal Hosp,,"2414 Amsterdam Ave, New York, NY, 10033.",http://www.findalocalvet.com/Profiles/Washington-Heights-Animal-Hosp.aspx
Vet Med Impex,,"47 E 30th St, New York, NY, 10016.",http://www.findalocalvet.com/Profiles/Vet-Med-Impex.aspx
Tribeca Soho Animal Hospital,(212) 925-6100,"5 Lispenard Street, New York, NY, 10013.",http://www.findalocalvet.com/Profiles/Tribeca-Soho-Animal-Hospital.aspx
Animal General,,"140 W 67th St, New York, NY, 10023.",http://www.findalocalvet.com/Profiles/Animal-General.aspx
Broadway Pet Hospital,(510) 653-0212,"4920 Broadway, Oakland, CA, 94611.",http://www.findalocalvet.com/Profiles/Broadway-Pet-Hospital.aspx
Claremont Veterinary Hospital,,"5331 College Ave, Oakland, CA, 94618.",http://www.findalocalvet.com/Profiles/Claremont-Veterinary-Hospital.aspx
East Side Animal Hospital,,"321 E 52nd St # A, New York, NY, 10022.",http://www.findalocalvet.com/Profiles/East-Side-Animal-Hospital.aspx
Westside Veterinary Center,(212) 580-1800,"220 West 83rd Street  , New York  , NY, 10024.",http://www.findalocalvet.com/Profiles/Westside-Veterinary-Center.aspx
St Marks Veterinary Hospital,,"348 E 9th St, New York, NY, 10003.",http://www.findalocalvet.com/Profiles/St-Marks-Veterinary-Hospital.aspx
All Seasons Mobile Vet Clinic,(510) 430-0366,"2221 103rd Ave, Oakland, CA, 94603.",http://www.findalocalvet.com/Profiles/All-Seasons-Mobile-Vet-Clinic.aspx
