plyer_name,year,season_name,wk,game_date,opp,g,gs,urk
Joh Adews,1974,Regular Season,2,09/22,GB,1,--,http://www.nfl.com/player/johnandrews/2508552/gamelogs
Joh Adews,1974,Regular Season,3,09/29,PHI,1,--,http://www.nfl.com/player/johnandrews/2508552/gamelogs
Joh Adews,1974,Regular Season,4,10/06,NE,1,--,http://www.nfl.com/player/johnandrews/2508552/gamelogs
Joh Adews,1974,Regular Season,5,10/13,BUF,1,--,http://www.nfl.com/player/johnandrews/2508552/gamelogs
Joh Adews,1974,Regular Season,6,10/20,NYJ,1,--,http://www.nfl.com/player/johnandrews/2508552/gamelogs
Joh Adews,1974,Regular Season,7,10/27,MIA,1,--,http://www.nfl.com/player/johnandrews/2508552/gamelogs
Joh Adews,1974,Regular Season,8,11/03,CIN,1,--,http://www.nfl.com/player/johnandrews/2508552/gamelogs
Joh Adews,1974,Regular Season,9,11/10,DEN,1,--,http://www.nfl.com/player/johnandrews/2508552/gamelogs
Joh Adews,1974,Regular Season,10,11/17,ATL,1,--,http://www.nfl.com/player/johnandrews/2508552/gamelogs
Joh Adews,1974,Regular Season,11,11/24,NE,1,--,http://www.nfl.com/player/johnandrews/2508552/gamelogs
Joh Adews,1974,Regular Season,12,12/01,BUF,1,--,http://www.nfl.com/player/johnandrews/2508552/gamelogs
Joh Adews,1974,Regular Season,13,12/08,MIA,1,--,http://www.nfl.com/player/johnandrews/2508552/gamelogs
Joh Adews,1974,Regular Season,14,12/15,NYJ,1,--,http://www.nfl.com/player/johnandrews/2508552/gamelogs
Joh Adews,1976,Regular Season,1,09/13,BUF,1,--,http://www.nfl.com/player/johnandrews/2508553/gamelogs
Joh Adews,1976,Regular Season,2,09/19,NE,1,--,http://www.nfl.com/player/johnandrews/2508553/gamelogs
Joh Adews,1976,Regular Season,3,09/26,NYJ,1,--,http://www.nfl.com/player/johnandrews/2508553/gamelogs
Joh Adews,1976,Regular Season,4,10/03,LA,1,--,http://www.nfl.com/player/johnandrews/2508553/gamelogs
Joh Adews,1976,Regular Season,5,10/10,BAL,1,--,http://www.nfl.com/player/johnandrews/2508553/gamelogs
Joh Adews,1976,Regular Season,6,10/17,KC,1,--,http://www.nfl.com/player/johnandrews/2508553/gamelogs
Joh Adews,1976,Regular Season,7,10/24,TB,1,--,http://www.nfl.com/player/johnandrews/2508553/gamelogs
Joh Adews,1976,Regular Season,8,10/31,NE,1,--,http://www.nfl.com/player/johnandrews/2508553/gamelogs
Joh Adews,1976,Regular Season,9,11/07,NYJ,1,--,http://www.nfl.com/player/johnandrews/2508553/gamelogs
Joh Adews,1976,Regular Season,10,11/14,PIT,1,--,http://www.nfl.com/player/johnandrews/2508553/gamelogs
Joh Adews,1976,Regular Season,11,11/22,BAL,1,--,http://www.nfl.com/player/johnandrews/2508553/gamelogs
Joh Adews,1976,Regular Season,12,11/28,CLE,1,--,http://www.nfl.com/player/johnandrews/2508553/gamelogs
Joh Adews,1976,Regular Season,13,12/05,BUF,1,--,http://www.nfl.com/player/johnandrews/2508553/gamelogs
Joh Adews,1976,Regular Season,14,12/11,MIN,1,--,http://www.nfl.com/player/johnandrews/2508553/gamelogs
Al Adews,1971,Regular Season,1,09/19,DAL,1,--,http://www.nfl.com/player/alandrews/2508546/gamelogs
Al Adews,1971,Regular Season,2,09/26,MIA,1,--,http://www.nfl.com/player/alandrews/2508546/gamelogs
Al Adews,1971,Regular Season,3,10/03,MIN,1,--,http://www.nfl.com/player/alandrews/2508546/gamelogs
Al Adews,1971,Regular Season,4,10/10,BAL,1,--,http://www.nfl.com/player/alandrews/2508546/gamelogs
Al Adews,1971,Regular Season,5,10/17,NYJ,1,--,http://www.nfl.com/player/alandrews/2508546/gamelogs
Al Adews,1971,Regular Season,6,10/23,SD,1,--,http://www.nfl.com/player/alandrews/2508546/gamelogs
Al Adews,1971,Regular Season,7,10/31,STL,1,--,http://www.nfl.com/player/alandrews/2508546/gamelogs
Al Adews,1971,Regular Season,8,11/07,MIA,1,--,http://www.nfl.com/player/alandrews/2508546/gamelogs
Al Adews,1971,Regular Season,9,11/14,NE,1,--,http://www.nfl.com/player/alandrews/2508546/gamelogs
Al Adews,1971,Regular Season,10,11/21,NYJ,1,--,http://www.nfl.com/player/alandrews/2508546/gamelogs
Al Adews,1971,Regular Season,11,11/28,NE,1,--,http://www.nfl.com/player/alandrews/2508546/gamelogs
Al Adews,1971,Regular Season,12,12/05,BAL,1,--,http://www.nfl.com/player/alandrews/2508546/gamelogs
Al Adews,1971,Regular Season,13,12/12,HOU,1,--,http://www.nfl.com/player/alandrews/2508546/gamelogs
Al Adews,1971,Regular Season,14,12/19,KC,1,--,http://www.nfl.com/player/alandrews/2508546/gamelogs
Bya Adews,2007,Preseason,1,08/09,DET,1,0,http://www.nfl.com/player/bryanandrews/2508548/gamelogs
Bya Adews,2007,Preseason,2,08/18,NO,1,0,http://www.nfl.com/player/bryanandrews/2508548/gamelogs
Geoge Adews,1984,Regular Season,1,09/03,DAL,1,--,http://www.nfl.com/player/georgeandrews/2508550/gamelogs
Geoge Adews,1984,Regular Season,2,09/09,CLE,1,--,http://www.nfl.com/player/georgeandrews/2508550/gamelogs
Geoge Adews,1984,Regular Season,3,09/16,PIT,1,--,http://www.nfl.com/player/georgeandrews/2508550/gamelogs
Geoge Adews,1984,Regular Season,4,09/23,CIN,1,--,http://www.nfl.com/player/georgeandrews/2508550/gamelogs
Geoge Adews,1984,Regular Season,5,09/30,NYG,1,--,http://www.nfl.com/player/georgeandrews/2508550/gamelogs
Geoge Adews,1984,Regular Season,6,10/07,ATL,1,--,http://www.nfl.com/player/georgeandrews/2508550/gamelogs
Geoge Adews,1984,Regular Season,7,10/14,NO,1,--,http://www.nfl.com/player/georgeandrews/2508550/gamelogs
Geoge Adews,1984,Regular Season,8,10/22,ATL,1,--,http://www.nfl.com/player/georgeandrews/2508550/gamelogs
Geoge Adews,1984,Regular Season,9,10/28,SF,1,--,http://www.nfl.com/player/georgeandrews/2508550/gamelogs
Geoge Adews,1984,Regular Season,10,11/04,STL,1,--,http://www.nfl.com/player/georgeandrews/2508550/gamelogs
Geoge Adews,1984,Regular Season,11,11/11,CHI,1,--,http://www.nfl.com/player/georgeandrews/2508550/gamelogs
Aoio Adews,2016,Preseason,1,08/13,SD,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,2,08/20,CAR,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,3,08/27,OAK,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,4,09/01,MIA,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,1,09/11,MIN,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,2,09/18,DET,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,3,09/25,OAK,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,4,10/02,HOU,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,5,10/09,MIA,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,6,10/16,CLE,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,7,10/23,IND,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,8,10/27,JAX,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,9,11/06,SD,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,10,11/13,GB,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,11,11/20,IND,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,12,11/27,CHI,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,13,Bye,,--,--,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,14,12/11,DEN,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,15,12/18,KC,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,16,12/24,JAX,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,17,01/01,HOU,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,1,08/13,SD,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,2,08/20,CAR,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,3,08/27,OAK,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,4,09/01,MIA,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,1,09/11,MIN,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,2,09/18,DET,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,3,09/25,OAK,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,4,10/02,HOU,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,5,10/09,MIA,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,6,10/16,CLE,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,7,10/23,IND,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,8,10/27,JAX,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,9,11/06,SD,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,10,11/13,GB,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,11,11/20,IND,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,12,11/27,CHI,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,13,Bye,,--,--,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,14,12/11,DEN,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,15,12/18,KC,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,16,12/24,JAX,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Aoio Adews,2016,Preseason,17,01/01,HOU,1,0,http://www.nfl.com/player/antonioandrews/2550474/gamelogs
Eic Adolsek,1991,Regular Season,1,09/01,WAS,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,2,09/08,GB,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,3,09/15,MIA,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,4,09/22,IND,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,5,09/29,TB,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,6,10/06,MIN,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,7,Bye,,--,,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,8,10/20,SF,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,9,10/27,DAL,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,10,11/03,CHI,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,11,11/10,TB,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,12,11/17,RAM,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,13,11/24,MIN,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Zaie Adeso,2018,Preseason,1,08/11,MIN,1,0,http://www.nfl.com/player/zaireanderson/2553489/gamelogs
Zaie Adeso,2018,Preseason,2,08/18,CHI,1,0,http://www.nfl.com/player/zaireanderson/2553489/gamelogs
Zaie Adeso,2018,Preseason,3,08/24,WAS,1,0,http://www.nfl.com/player/zaireanderson/2553489/gamelogs
Zaie Adeso,2018,Preseason,4,08/30,ARI,1,1,http://www.nfl.com/player/zaireanderson/2553489/gamelogs
Eic Adolsek,1991,Regular Season,14,11/28,CHI,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,15,12/08,NYJ,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,16,12/15,GB,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,17,12/22,BUF,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,19,01/05,DAL,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,20,01/12,WAS,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,1,09/01,WAS,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,2,09/08,GB,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,3,09/15,MIA,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,4,09/22,IND,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,5,09/29,TB,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,6,10/06,MIN,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,7,Bye,,--,,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,8,10/20,SF,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,9,10/27,DAL,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,10,11/03,CHI,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Toy Adew,2002,Preseason,1,08/12,TB,1,0,http://www.nfl.com/player/troyandrew/2504472/gamelogs
Toy Adew,2002,Preseason,2,08/15,NO,1,0,http://www.nfl.com/player/troyandrew/2504472/gamelogs
Toy Adew,2002,Preseason,3,08/24,HOU,1,0,http://www.nfl.com/player/troyandrew/2504472/gamelogs
Toy Adew,2002,Preseason,4,08/29,CHI,1,1,http://www.nfl.com/player/troyandrew/2504472/gamelogs
Toy Adew,2002,Preseason,1,09/08,DET,0,0,http://www.nfl.com/player/troyandrew/2504472/gamelogs
Eic Adolsek,1991,Regular Season,11,11/10,TB,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,12,11/17,RAM,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,13,11/24,MIN,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,14,11/28,CHI,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,15,12/08,NYJ,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,16,12/15,GB,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,17,12/22,BUF,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,19,01/05,DAL,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Eic Adolsek,1991,Regular Season,20,01/12,WAS,1,1,http://www.nfl.com/player/ericandolsek/2499438/gamelogs
Toy Adew,2002,Preseason,16,12/21,MIN,0,0,http://www.nfl.com/player/troyandrew/2504472/gamelogs
Toy Adew,2002,Preseason,17,12/29,NE,0,0,http://www.nfl.com/player/troyandrew/2504472/gamelogs
Toy Adew,2002,Preseason,1,08/12,TB,1,0,http://www.nfl.com/player/troyandrew/2504472/gamelogs
Toy Adew,2002,Preseason,2,08/15,NO,1,0,http://www.nfl.com/player/troyandrew/2504472/gamelogs
Toy Adew,2002,Preseason,3,08/24,HOU,1,0,http://www.nfl.com/player/troyandrew/2504472/gamelogs
Toy Adew,2002,Preseason,4,08/29,CHI,1,1,http://www.nfl.com/player/troyandrew/2504472/gamelogs
Toy Adew,2002,Preseason,1,09/08,DET,0,0,http://www.nfl.com/player/troyandrew/2504472/gamelogs
Toy Adew,2002,Preseason,16,12/21,MIN,0,0,http://www.nfl.com/player/troyandrew/2504472/gamelogs
Toy Adew,2002,Preseason,17,12/29,NE,0,0,http://www.nfl.com/player/troyandrew/2504472/gamelogs
Willie Adeso,2008,Preseason,1,08/11,GB,0,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,2,08/17,DET,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,3,08/23,NO,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,4,08/28,IND,0,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,1,09/07,CIN,0,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,2,Bye,,--,,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,3,09/21,CLE,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,4,09/29,PIT,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,5,10/05,TEN,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,6,10/12,IND,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,7,10/19,MIA,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,8,10/26,OAK,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,9,11/02,CLE,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,10,11/09,HOU,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,11,11/16,NYG,0,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,12,11/23,PHI,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,13,11/30,CIN,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,14,12/07,WAS,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,15,12/14,PIT,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,16,12/20,DAL,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,17,12/28,JAC,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,18,01/04,MIA,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,19,01/10,TEN,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,20,01/18,PIT,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,1,08/11,GB,0,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,2,08/17,DET,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,3,08/23,NO,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,4,08/28,IND,0,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,1,09/07,CIN,0,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,2,Bye,,--,,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,3,09/21,CLE,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,4,09/29,PIT,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,5,10/05,TEN,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,6,10/12,IND,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,7,10/19,MIA,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,8,10/26,OAK,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,9,11/02,CLE,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,10,11/09,HOU,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,11,11/16,NYG,0,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,12,11/23,PHI,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,13,11/30,CIN,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,14,12/07,WAS,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,15,12/14,PIT,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,16,12/20,DAL,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,17,12/28,JAC,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,18,01/04,MIA,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,19,01/10,TEN,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,20,01/18,PIT,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,1,08/11,GB,0,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,2,08/17,DET,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Flippe Adeso,1997,Regular Season,1,08/31,KC,1,0,http://www.nfl.com/player/flipperanderson/2499436/gamelogs
Flippe Adeso,1997,Regular Season,2,09/07,SEA,1,0,http://www.nfl.com/player/flipperanderson/2499436/gamelogs
Flippe Adeso,1997,Regular Season,3,09/14,STL,1,0,http://www.nfl.com/player/flipperanderson/2499436/gamelogs
Willie Adeso,2008,Preseason,3,08/23,NO,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,4,08/28,IND,0,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,1,09/07,CIN,0,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,2,Bye,,--,,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,3,09/21,CLE,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,4,09/29,PIT,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,5,10/05,TEN,1,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,6,10/12,IND,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,7,10/19,MIA,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,8,10/26,OAK,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,9,11/02,CLE,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,10,11/09,HOU,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,11,11/16,NYG,0,0,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Flippe Adeso,1997,Regular Season,4,09/21,CIN,0,0,http://www.nfl.com/player/flipperanderson/2499436/gamelogs
Flippe Adeso,1997,Regular Season,5,09/28,ATL,0,0,http://www.nfl.com/player/flipperanderson/2499436/gamelogs
Flippe Adeso,1997,Regular Season,7,Bye,,--,--,http://www.nfl.com/player/flipperanderson/2499436/gamelogs
Flippe Adeso,1997,Regular Season,8,10/19,OAK,1,0,http://www.nfl.com/player/flipperanderson/2499436/gamelogs
Flippe Adeso,1997,Regular Season,9,10/26,BUF,0,0,http://www.nfl.com/player/flipperanderson/2499436/gamelogs
Flippe Adeso,1997,Regular Season,10,11/02,SEA,0,0,http://www.nfl.com/player/flipperanderson/2499436/gamelogs
Flippe Adeso,1997,Regular Season,11,11/09,CAR,0,0,http://www.nfl.com/player/flipperanderson/2499436/gamelogs
Flippe Adeso,1997,Regular Season,12,11/16,KC,0,0,http://www.nfl.com/player/flipperanderson/2499436/gamelogs
Willie Adeso,2008,Preseason,12,11/23,PHI,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,13,11/30,CIN,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,14,12/07,WAS,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,15,12/14,PIT,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,16,12/20,DAL,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,17,12/28,JAC,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,18,01/04,MIA,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,19,01/10,TEN,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Willie Adeso,2008,Preseason,20,01/18,PIT,1,1,http://www.nfl.com/player/willieanderson/2499437/gamelogs
Zach Adeso,2007,Preseason,1,08/13,DEN,1,0,http://www.nfl.com/player/zachanderson/2508541/gamelogs
Zach Adeso,2007,Preseason,2,08/18,OAK,1,0,http://www.nfl.com/player/zachanderson/2508541/gamelogs
Zach Adeso,2007,Preseason,3,08/25,CHI,0,0,http://www.nfl.com/player/zachanderson/2508541/gamelogs
Zach Adeso,2007,Preseason,4,08/30,SD,1,0,http://www.nfl.com/player/zachanderson/2508541/gamelogs
